10	0.001874	3.163087176813797	0.5137922763824463
27	0.00777	5.1937435080199865	0.09494495391845703
77	-0.00581	8.770151095842111	0.2608499526977539
215	0.00205	14.666934642163653	0.7325751781463623
599	0.012254	24.465460262163134	2.0078330039978027
1668	0.00287	40.8184075603532	5.591783285140991
4641	0.037594	68.05962329231014	15.598037242889404
12915	-0.26133	113.66278639304555	43.385045766830444
35938	0.290048	189.43434605202324	120.74953413009644
100000	-0.105178	316.20928088465126	335.39513206481934
